TrainData,VectorName,Vectorsize,TotalSportsTags,TotalInternationalTags,TotalBangladeshTags,TotalEconomyTags,TotalEntertainmentTags,TotalTechnologyTags
Sports,CountVectorizer,3000,511,546,2001,519,334,391
